DateKey,Date,Year,Quarter,Month,MonthName,Day,Week
20110922,2011-09-22,2011,Q3,9,September,22,38
20110923,2011-09-23,2011,Q3,9,September,23,38
20110925,2011-09-25,2011,Q3,9,September,25,38
20110926,2011-09-26,2011,Q3,9,September,26,39
20110927,2011-09-27,2011,Q3,9,September,27,39
20110928,2011-09-28,2011,Q3,9,September,28,39
20110929,2011-09-29,2011,Q3,9,September,29,39
20110930,2011-09-30,2011,Q3,9,September,30,39
20111002,2011-10-02,2011,Q4,10,October,2,39
20111003,2011-10-03,2011,Q4,10,October,3,40
20111004,2011-10-04,2011,Q4,10,October,4,40
20111005,2011-10-05,2011,Q4,10,October,5,40
20111006,2011-10-06,2011,Q4,10,October,6,40
20111007,2011-10-07,2011,Q4,10,October,7,40
20111009,2011-10-09,2011,Q4,10,October,9,40
20111010,2011-10-10,2011,Q4,10,October,10,41
20111011,2011-10-11,2011,Q4,10,October,11,41
20111012,2011-10-12,2011,Q4,10,October,12,41
20111013,2011-10-13,2011,Q4,10,October,13,41
20111014,2011-10-14,2011,Q4,10,October,14,41
20111016,2011-10-16,2011,Q4,10,October,16,41
20111017,2011-10-17,2011,Q4,10,October,17,42
20111018,2011-10-18,2011,Q4,10,October,18,42
20111019,2011-10-19,2011,Q4,10,October,19,42
20111020,2011-10-20,2011,Q4,10,October,20,42
20111021,2011-10-21,2011,Q4,10,October,21,42
20111023,2011-10-23,2011,Q4,10,October,23,42
20111024,2011-10-24,2011,Q4,10,October,24,43
20111025,2011-10-25,2011,Q4,10,October,25,43
20111026,2011-10-26,2011,Q4,10,October,26,43
20111027,2011-10-27,2011,Q4,10,October,27,43
20111028,2011-10-28,2011,Q4,10,October,28,43
20111030,2011-10-30,2011,Q4,10,October,30,43
20111031,2011-10-31,2011,Q4,10,October,31,44
20111101,2011-11-01,2011,Q4,11,November,1,44
20111102,2011-11-02,2011,Q4,11,November,2,44
20111103,2011-11-03,2011,Q4,11,November,3,44
20111104,2011-11-04,2011,Q4,11,November,4,44
20111106,2011-11-06,2011,Q4,11,November,6,44
20111107,2011-11-07,2011,Q4,11,November,7,45
20111108,2011-11-08,2011,Q4,11,November,8,45
20111109,2011-11-09,2011,Q4,11,November,9,45
20111110,2011-11-10,2011,Q4,11,November,10,45
20111111,2011-11-11,2011,Q4,11,November,11,45
20111113,2011-11-13,2011,Q4,11,November,13,45
20111114,2011-11-14,2011,Q4,11,November,14,46
20111115,2011-11-15,2011,Q4,11,November,15,46
20111116,2011-11-16,2011,Q4,11,November,16,46
20111117,2011-11-17,2011,Q4,11,November,17,46
20111118,2011-11-18,2011,Q4,11,November,18,46
20111120,2011-11-20,2011,Q4,11,November,20,46
20111121,2011-11-21,2011,Q4,11,November,21,47
20111122,2011-11-22,2011,Q4,11,November,22,47
20111123,2011-11-23,2011,Q4,11,November,23,47
20111124,2011-11-24,2011,Q4,11,November,24,47
20111125,2011-11-25,2011,Q4,11,November,25,47
20111127,2011-11-27,2011,Q4,11,November,27,47
20111128,2011-11-28,2011,Q4,11,November,28,48
20111129,2011-11-29,2011,Q4,11,November,29,48
20111130,2011-11-30,2011,Q4,11,November,30,48
20111201,2011-12-01,2011,Q4,12,December,1,48
20111202,2011-12-02,2011,Q4,12,December,2,48
20111204,2011-12-04,2011,Q4,12,December,4,48
20111205,2011-12-05,2011,Q4,12,December,5,49
20111206,2011-12-06,2011,Q4,12,December,6,49
20111207,2011-12-07,2011,Q4,12,December,7,49
20111208,2011-12-08,2011,Q4,12,December,8,49
20111209,2011-12-09,2011,Q4,12,December,9,49
